"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Feature43"	"Metadata_1"	"1"	"Metadata_11"	-0.487345722699778	0	0.576398560763164	0.397831016585238	0.978117692736703	0.637392515413232	0.997486081130436	NA	"prevalence"	100	14
"Feature48"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.212663587768886	0	0.252407315770458	0.399485032773543	0.978117692736703	0.167042036487468	0.778229992528895	NA	"prevalence"	100	21
"Feature5"	"Metadata_2"	"1"	"Metadata_21"	0.503457316722833	0	0.608272787946202	0.407849796992199	0.978117692736703	0.538981198736653	0.997486081130436	NA	"prevalence"	100	11
"Feature52"	"Metadata_5"	"1"	"Metadata_51"	-0.903704977054425	0	1.09184935346246	0.407850138072327	0.978117692736703	0.407850138072327	0.994002918070798	NA	"prevalence"	100	2
"Feature67"	"Metadata_2"	"1"	"Metadata_21"	0.342791982662536	0	0.407741141519432	0.400510516560952	0.978117692736703	0.640612359245983	0.997486081130436	NA	"prevalence"	100	46
"Feature67"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.170375238869528	0	0.209590673323299	0.416278183556928	0.978117692736703	0.570210605605003	0.997486081130436	NA	"prevalence"	100	46
"Feature71"	"Metadata_2"	"1"	"Metadata_21"	-0.428317462436722	0	0.494461605545806	0.386364060422831	0.978117692736703	0.378365049455532	0.994002918070798	NA	"prevalence"	100	75
"Feature83"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.210527725072276	0	0.240432756570521	0.38123666086067	0.978117692736703	0.617131930137147	0.997486081130436	NA	"prevalence"	100	24
"Feature84"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.273343462402936	0	0.334375341825104	0.413657064886784	0.978117692736703	0.656201962442819	0.997486081130436	NA	"prevalence"	100	15
"Feature85"	"Metadata_2"	"1"	"Metadata_21"	-0.341105035809173	0	0.410594370829559	0.406109696560814	0.978117692736703	0.244774078229833	0.934591935059364	NA	"prevalence"	100	36
"Feature9"	"Metadata_1"	"1"	"Metadata_11"	-0.636144256003247	0	0.767648037757623	0.407278368500984	0.978117692736703	0.407278368500984	0.994002918070798	NA	"prevalence"	100	6
"Feature9"	"Metadata_5"	"1"	"Metadata_51"	-0.667413236704611	0	0.764526493467119	0.382676190326151	0.978117692736703	0.382676190326151	0.994002918070798	NA	"prevalence"	100	6
"Feature91"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.201082385007245	0	0.244198890472631	0.410259568575049	0.978117692736703	0.590738998800693	0.997486081130436	NA	"prevalence"	100	79
"Feature94"	"Metadata_5"	"1"	"Metadata_51"	-0.748492048515858	0	0.890011962603032	0.400352977595717	0.978117692736703	0.400352977595717	0.994002918070798	NA	"prevalence"	100	4
"Feature96"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.342035653598184	0	0.408450914397858	0.402369336986222	0.978117692736703	0.402369336986222	0.994002918070798	NA	"prevalence"	100	5
"Feature35"	"Metadata_5"	"1"	"Metadata_51"	-0.485939191152189	0	0.598260498632615	0.421120310601275	0.984139704286991	0.452914462228287	0.997486081130436	NA	"abundance"	100	49
"Feature43"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.239214022450073	0	0.297646303107577	0.421578621586082	0.984139704286991	0.665428708993743	0.997486081130436	NA	"prevalence"	100	14
"Feature28"	"Metadata_2"	"1"	"Metadata_21"	-0.459809621358157	0	0.575728549993039	0.42448934190116	0.984541409119143	0.42448934190116	0.997486081130436	NA	"prevalence"	100	16
"Feature9"	"Metadata_2"	"1"	"Metadata_21"	0.597228182746289	0	0.747521007584076	0.424322295451081	0.984541409119143	0.424322295451081	0.997486081130436	NA	"prevalence"	100	6
"Feature39"	"Metadata_5"	"1"	"Metadata_51"	-0.515790176347529	0	0.649903710218225	0.427404505204561	0.98513608783663	0.672134399339967	0.997486081130436	NA	"prevalence"	100	27
"Feature65"	"Metadata_2"	"1"	"Metadata_21"	0.32888257540332	0	0.415185046907097	0.428282008603292	0.98513608783663	0.673138538313314	0.997486081130436	NA	"prevalence"	100	34
"Feature93"	"Metadata_1"	"1"	"Metadata_11"	-0.323378599925783	0	0.408744741775755	0.428856182882984	0.98513608783663	0.673794740169004	0.997486081130436	NA	"prevalence"	100	51
"Feature8"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.223129958594149	0	0.281753906517207	0.430437478516861	0.985619576603894	0.675598534121769	0.997486081130436	NA	"abundance"	100	98
"Feature72"	"Metadata_5"	"1"	"Metadata_51"	-0.84974236964455	0	1.08645944390137	0.43414367025103	0.990950155271399	0.43414367025103	0.997486081130436	NA	"prevalence"	100	2
"Feature34"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.28169831157086	0	0.358690743093277	0.436762499464256	0.992350502786685	0.682763517990248	0.997486081130436	NA	"abundance"	100	47
"Feature59"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.223587745352486	0	0.28798304338802	0.437517537389957	0.992350502786685	0.683613479256141	0.997486081130436	NA	"prevalence"	100	13
"Feature44"	"Metadata_2"	"1"	"Metadata_21"	-0.444257104843221	0	0.574362799355496	0.439239424836324	0.993123102067035	0.648848100123174	0.997486081130436	NA	"prevalence"	100	13
"Feature20"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.571692661480141	0	0.747885886393828	0.456479645081094	0.994960885985216	0.565321928784241	0.997486081130436	NA	"abundance"	100	21
"Feature21"	"Metadata_1"	"1"	"Metadata_11"	-0.56267974529501	0	0.761348415686641	0.466755369693056	0.994960885985216	0.715650164248811	0.997486081130436	NA	"abundance"	100	31
"Feature43"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.426551758177399	0	0.543224675101071	0.454946992826093	0.994960885985216	0.665428708993743	0.997486081130436	NA	"abundance"	100	14
"Feature48"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.330032270607815	0	0.424707581762317	0.449193016894625	0.994960885985216	0.696611667362355	0.997486081130436	NA	"abundance"	100	21
"Feature56"	"Metadata_1"	"1"	"Metadata_11"	1.21136178231143	0	1.62353843191812	0.465785514800614	0.994960885985216	0.714614883803155	0.997486081130436	NA	"abundance"	100	23
"Feature56"	"Metadata_2"	"1"	"Metadata_21"	1.10001647925008	0	1.48102217574106	0.46777841731137	0.994960885985216	0.71674018692041	0.997486081130436	NA	"abundance"	100	23
"Feature69"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.406120582891484	0	0.544769536683036	0.463866258125836	0.994960885985216	0.710045228617506	0.997486081130436	NA	"abundance"	100	28
"Feature8"	"Metadata_1"	"1"	"Metadata_11"	-0.425799671944768	0	0.55285391607817	0.443163513463384	0.994960885985216	0.564044210213359	0.997486081130436	NA	"abundance"	100	98
"Feature84"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.39340588224606	0	0.52108396987402	0.469558106739267	0.994960885985216	0.656201962442819	0.997486081130436	NA	"abundance"	100	15
"Feature86"	"Metadata_5"	"1"	"Metadata_51"	-0.637094761727292	0	0.879153095560455	0.476292465142785	0.994960885985216	0.725730417933779	0.997486081130436	NA	"abundance"	100	28
"Feature10"	"Metadata_2"	"1"	"Metadata_21"	-0.307281679966515	0	0.43197731419635	0.476875094145419	0.994960885985216	0.726340332874636	0.997486081130436	NA	"prevalence"	100	40
"Feature16"	"Metadata_2"	"1"	"Metadata_21"	-0.350652390016692	0	0.48611893345316	0.470706225343414	0.994960885985216	0.719848100109783	0.997486081130436	NA	"prevalence"	100	29
"Feature16"	"Metadata_5"	"1"	"Metadata_51"	0.351104566685289	0	0.489086084892336	0.472831976512816	0.994960885985216	0.132220385453744	0.726764213850758	NA	"prevalence"	100	29
"Feature26"	"Metadata_2"	"1"	"Metadata_21"	0.42110323905075	0	0.559525179899728	0.451685388049323	0.994960885985216	0.699351086321379	0.997486081130436	NA	"prevalence"	100	22
"Feature34"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.146294638157744	0	0.205913618494378	0.477415167823226	0.994960885985216	0.682763517990248	0.997486081130436	NA	"prevalence"	100	47
"Feature39"	"Metadata_2"	"1"	"Metadata_21"	-0.471357291573078	0	0.647678182082892	0.466757661610447	0.994960885985216	0.536610126596653	0.997486081130436	NA	"prevalence"	100	27
"Feature45"	"Metadata_2"	"1"	"Metadata_21"	0.405234359760073	0	0.527812134554425	0.442628301838347	0.994960885985216	0.689336790088395	0.997486081130436	NA	"prevalence"	100	47
"Feature47"	"Metadata_5"	"1"	"Metadata_51"	0.302882529604961	0	0.424969118585212	0.476021165163382	0.994960885985216	0.72544618064326	0.997486081130436	NA	"prevalence"	100	34
"Feature48"	"Metadata_5"	"1"	"Metadata_51"	-0.345980349703722	0	0.481309251504059	0.472244620432982	0.994960885985216	0.162549432102743	0.778229992528895	NA	"prevalence"	100	21
"Feature54"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.317060168669997	0	0.419505931622718	0.449772568028351	0.994960885985216	0.449772568028351	0.997486081130436	NA	"prevalence"	100	5
"Feature62"	"Metadata_1"	"1"	"Metadata_11"	-0.318151392111143	0	0.442479132989525	0.472128532931214	0.994960885985216	0.721351714254648	0.997486081130436	NA	"prevalence"	100	71
"Feature69"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.197430454547144	0	0.268125059323059	0.461525514641135	0.994960885985216	0.710045228617506	0.997486081130436	NA	"prevalence"	100	28
"Feature72"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.393777121929321	0	0.53517853835535	0.461860662869061	0.994960885985216	0.461860662869061	0.997486081130436	NA	"prevalence"	100	2
"Feature79"	"Metadata_1"	"1"	"Metadata_11"	-0.327542815491609	0	0.459861184187183	0.476300976956918	0.994960885985216	0.725739333263722	0.997486081130436	NA	"prevalence"	100	25
"Feature79"	"Metadata_5"	"1"	"Metadata_51"	-0.332513680090082	0	0.455907796625493	0.465791177821849	0.994960885985216	0.0978233029140751	0.632089034214024	NA	"prevalence"	100	25
"Feature8"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.377159266229887	0	0.521207878106841	0.469295735096098	0.994960885985216	0.718352983212809	0.997486081130436	NA	"prevalence"	100	98
"Feature87"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.196878357941002	0	0.26262554025551	0.453462955600478	0.994960885985216	0.453462955600478	0.997486081130436	NA	"prevalence"	100	23
"Feature1"	"Metadata_2"	"1"	"Metadata_21"	-2.39302914562385	0	3.61229286956453	0.536981937211769	0.997154779941959	0.785614273531834	0.997486081130436	NA	"abundance"	100	11
"Feature10"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.227236100805788	0	0.359452474766675	0.531502300928107	0.997154779941959	0.212734462974506	0.867460916983423	NA	"abundance"	100	40
"Feature100"	"Metadata_1"	"1"	"Metadata_11"	0.743271841275918	0	1.07933194764169	0.513218507653154	0.997154779941959	0.763043778708578	0.997486081130436	NA	"abundance"	100	13
"Feature100"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.370810814080981	0	0.603559005102529	0.558400199110542	0.997154779941959	0.14984669494722	0.758260384070268	NA	"abundance"	100	13
"Feature16"	"Metadata_1"	"1"	"Metadata_11"	-0.764499798287471	0	1.15275195995963	0.513798025466765	0.997154779941959	0.559084278549597	0.997486081130436	NA	"abundance"	100	29
"Feature18"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.243530663515189	0	0.388131561746291	0.543173252908064	0.997154779941959	0.566382075763799	0.997486081130436	NA	"abundance"	100	17
"Feature30"	"Metadata_5"	"1"	"Metadata_51"	-0.48856797378351	0	0.829932004989106	0.558621638208728	0.997154779941959	0.805185141742453	0.997486081130436	NA	"abundance"	100	58
"Feature33"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.153033333521588	0	0.230941739908695	0.509413637895335	0.997154779941959	0.0415087373975703	0.359708200525509	NA	"abundance"	100	88
"Feature43"	"Metadata_1"	"1"	"Metadata_11"	0.597944386017672	0	0.895195319376517	0.522965513242741	0.997154779941959	0.637392515413232	0.997486081130436	NA	"abundance"	100	14
"Feature45"	"Metadata_2"	"1"	"Metadata_21"	-0.466693954992953	0	0.719553826021632	0.520221148729655	0.997154779941959	0.689336790088395	0.997486081130436	NA	"abundance"	100	47
"Feature45"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.263305203407735	0	0.397881921982441	0.511822853368803	0.997154779941959	0.351762540031431	0.994002918070798	NA	"abundance"	100	47
"Feature45"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.26710115372818	0	0.441775785727854	0.548771109709096	0.997154779941959	1.20338013740165e-06	6.31774572135864e-05	NA	"abundance"	100	47
"Feature45"	"Metadata_5"	"1"	"Metadata_51"	0.453388522199028	0	0.725943468935521	0.535726250339097	0.997154779941959	0.784449885375806	0.997486081130436	NA	"abundance"	100	47
"Feature47"	"Metadata_5"	"1"	"Metadata_51"	0.245546714276569	0	0.421995544136207	0.565309860522997	0.997154779941959	0.72544618064326	0.997486081130436	NA	"abundance"	100	34
"Feature48"	"Metadata_2"	"1"	"Metadata_21"	-0.481276712740886	0	0.810844831123556	0.561657701971861	0.997154779941959	0.80785602975941	0.997486081130436	NA	"abundance"	100	21
"Feature49"	"Metadata_2"	"1"	"Metadata_21"	-0.682051792774259	0	0.956418009236198	0.486711686534409	0.997154779941959	0.736535107259649	0.997486081130436	NA	"abundance"	100	21
"Feature67"	"Metadata_2"	"1"	"Metadata_21"	0.387289318258685	0	0.645166474968712	0.551696661525736	0.997154779941959	0.640612359245983	0.997486081130436	NA	"abundance"	100	46
"Feature67"	"Metadata_5"	"1"	"Metadata_51"	-0.397834237108504	0	0.662419887750084	0.551509629419089	0.997154779941959	0.798856387496197	0.997486081130436	NA	"abundance"	100	46
"Feature69"	"Metadata_2"	"1"	"Metadata_21"	0.607541627290955	0	0.978509763462004	0.541055432089287	0.997154779941959	0.353194930207636	0.994002918070798	NA	"abundance"	100	28
"Feature74"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.155578755759361	0	0.238673167499768	0.525056493135373	0.997154779941959	0.77442866528713	0.997486081130436	NA	"abundance"	100	20
"Feature74"	"Metadata_5"	"1"	"Metadata_51"	-0.27181936687389	0	0.450750855437998	0.556127963642	0.997154779941959	0.802977615339402	0.997486081130436	NA	"abundance"	100	20
"Feature76"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.171136687493282	0	0.294294748710683	0.562709900322154	0.997154779941959	0.235686126777469	0.912565957087489	NA	"abundance"	100	78
"Feature82"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.35275275869598	0	0.506750381285338	0.492310776930462	0.997154779941959	0.742251652779049	0.997486081130436	NA	"abundance"	100	33
"Feature83"	"Metadata_1"	"1"	"Metadata_11"	-1.50925124697608	0	2.3803258572058	0.534022204579522	0.997154779941959	0.782864694175071	0.997486081130436	NA	"abundance"	100	24
"Feature83"	"Metadata_2"	"1"	"Metadata_21"	-1.80361451578796	0	2.6397291071083	0.503144867832111	0.997154779941959	0.75313497763843	0.997486081130436	NA	"abundance"	100	24
"Feature86"	"Metadata_2"	"1"	"Metadata_21"	-0.590096084529573	0	0.87915951873438	0.509076767507145	0.997154779941959	0.758994379798766	0.997486081130436	NA	"abundance"	100	28
"Feature89"	"Metadata_1"	"1"	"Metadata_11"	-1.01861507751105	0	1.64775197707974	0.559173047170569	0.997154779941959	0.558632862228986	0.997486081130436	NA	"abundance"	100	12
"Feature93"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.231273139510921	0	0.341700050810793	0.501977849271581	0.997154779941959	0.344484822743685	0.994002918070798	NA	"abundance"	100	51
"Feature95"	"Metadata_2"	"1"	"Metadata_21"	-0.356322447866798	0	0.504365799547981	0.484091633080365	0.997154779941959	0.583940099709376	0.997486081130436	NA	"abundance"	100	45
"Feature95"	"Metadata_5"	"1"	"Metadata_51"	-0.380781941208783	0	0.53701293710332	0.482496088701963	0.997154779941959	0.0140058554408672	0.148920786412731	NA	"abundance"	100	45
"Feature99"	"Metadata_2"	"1"	"Metadata_21"	-0.148911101073426	0	0.233656685341201	0.539796413533459	0.997154779941959	0.788212659003333	0.997486081130436	NA	"abundance"	100	15
"Feature99"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0888252735380257	0	0.125014830084163	0.495381405601844	0.997154779941959	0.743499199329203	0.997486081130436	NA	"abundance"	100	15
"Feature20"	"Metadata_2"	"1"	"Metadata_21"	-0.330371580870084	0	0.475434316637489	0.487128157112202	0.997154779941959	0.736962472772874	0.997486081130436	NA	"prevalence"	100	21
"Feature20"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.153826055082873	0	0.248895060163221	0.536551746838377	0.997154779941959	0.78521571664144	0.997486081130436	NA	"prevalence"	100	21
"Feature23"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.183650972435162	0	0.298422671973358	0.538286918546425	0.997154779941959	0.538286918546425	0.997486081130436	NA	"prevalence"	100	20
"Feature25"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.261266021191012	0	0.377750782672574	0.489165979710414	0.997154779941959	0.041965956727976	0.359708200525509	NA	"prevalence"	100	7
"Feature26"	"Metadata_5"	"1"	"Metadata_51"	-0.382703709852903	0	0.557762645613578	0.492624322489315	0.997154779941959	0.742569921870574	0.997486081130436	NA	"prevalence"	100	22
"Feature27"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.244253124321475	0	0.386863769132788	0.527800407169974	0.997154779941959	0.777027544531157	0.997486081130436	NA	"prevalence"	100	7
"Feature34"	"Metadata_2"	"1"	"Metadata_21"	-0.227017329260186	0	0.395370749286633	0.565840264556772	0.997154779941959	0.811505324119867	0.997486081130436	NA	"prevalence"	100	47
"Feature35"	"Metadata_2"	"1"	"Metadata_21"	0.236191629439996	0	0.398806960144361	0.553686201857477	0.997154779941959	0.800803993587595	0.997486081130436	NA	"prevalence"	100	49
"Feature42"	"Metadata_5"	"1"	"Metadata_51"	0.383619670439973	0	0.588585881071861	0.51455279045541	0.997154779941959	0.764341006745371	0.997486081130436	NA	"prevalence"	100	12
"Feature43"	"Metadata_2"	"1"	"Metadata_21"	0.395324623941974	0	0.562986403269924	0.482559350422434	0.997154779941959	0.458123911288085	0.997486081130436	NA	"prevalence"	100	14
"Feature44"	"Metadata_1"	"1"	"Metadata_11"	0.336123444634601	0	0.585017200407582	0.565593580356146	0.997154779941959	0.0118379307567818	0.142055169081382	NA	"prevalence"	100	13
"Feature48"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.1559894028167	0	0.245260093415233	0.524765836072411	0.997154779941959	0.696611667362355	0.997486081130436	NA	"prevalence"	100	21
"Feature6"	"Metadata_2"	"1"	"Metadata_21"	0.44131458256114	0	0.670561886624037	0.510456815314713	0.997154779941959	0.588248134559524	0.997486081130436	NA	"prevalence"	100	8
"Feature6"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.220512926024234	0	0.366595537914113	0.547496640793929	0.997154779941959	0.12464151968374	0.714363390900972	NA	"prevalence"	100	8
"Feature63"	"Metadata_1"	"1"	"Metadata_11"	-0.539859835395481	0	0.936305776476063	0.564219856732191	0.997154779941959	0.564219856732191	0.997486081130436	NA	"prevalence"	100	3
"Feature64"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.127140120652965	0	0.220257710517604	0.563781755639511	0.997154779941959	0.00122311345754496	0.0197579866218801	NA	"prevalence"	100	32
"Feature66"	"Metadata_5"	"1"	"Metadata_51"	-0.581974113060926	0	0.920195857758187	0.527095537943817	0.997154779941959	0.527095537943817	0.997486081130436	NA	"prevalence"	100	3
"Feature68"	"Metadata_1"	"1"	"Metadata_11"	-0.480956579847775	0	0.759524796942275	0.526581142782113	0.997154779941959	0.526581142782113	0.997486081130436	NA	"prevalence"	100	6
"Feature68"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.240362903171446	0	0.371954356773941	0.518139397950415	0.997154779941959	0.518139397950415	0.997486081130436	NA	"prevalence"	100	6
"Feature68"	"Metadata_5"	"1"	"Metadata_51"	0.440961592889648	0	0.755674965776231	0.559534269826447	0.997154779941959	0.559534269826447	0.997486081130436	NA	"prevalence"	100	6
"Feature72"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.337830514864303	0	0.52326383862235	0.518524348466559	0.997154779941959	0.518524348466559	0.997486081130436	NA	"prevalence"	100	2
"Feature75"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.18634441041103	0	0.278986135580415	0.504175528726939	0.997154779941959	0.324240418381007	0.994002918070798	NA	"prevalence"	100	17
"Feature79"	"Metadata_2"	"1"	"Metadata_21"	-0.266040336757409	0	0.450138983794593	0.55450821931208	0.997154779941959	0.801537073339506	0.997486081130436	NA	"prevalence"	100	25
"Feature81"	"Metadata_2"	"1"	"Metadata_21"	0.458675063899162	0	0.774025566443771	0.55345967803662	0.997154779941959	0.800601740860841	0.997486081130436	NA	"prevalence"	100	6
"Feature86"	"Metadata_5"	"1"	"Metadata_51"	0.299902775682086	0	0.44816071173662	0.503376975709241	0.997154779941959	0.725730417933779	0.997486081130436	NA	"prevalence"	100	28
"Feature88"	"Metadata_1"	"1"	"Metadata_11"	-0.371619011367376	0	0.64549685221067	0.564811195537715	0.997154779941959	0.810610704470687	0.997486081130436	NA	"prevalence"	100	49
"Feature91"	"Metadata_2"	"1"	"Metadata_21"	-0.330101623697208	0	0.480788495816388	0.492344999034449	0.997154779941959	0.742286399994666	0.997486081130436	NA	"prevalence"	100	79
"Feature97"	"Metadata_1"	"1"	"Metadata_11"	0.31952622018429	0	0.485707479568569	0.510629818742781	0.997154779941959	0.273535680027218	0.972741371080479	NA	"prevalence"	100	25
"Feature97"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.147485537593566	0	0.247477954835103	0.551205793908872	0.997154779941959	0.798583760579034	0.997486081130436	NA	"prevalence"	100	25
"Feature98"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.211197214050497	0	0.363601824200337	0.561343231873699	0.997154779941959	0.807580239776988	0.997486081130436	NA	"prevalence"	100	7
"Feature99"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.2200909590616	0	0.321447152560408	0.493540919055846	0.997154779941959	0.743499199329203	0.997486081130436	NA	"prevalence"	100	15
"Feature81"	"Metadata_5"	"1"	"Metadata_51"	0.456577425289754	0	0.798237412285751	0.567334174573648	0.997342962147807	0.567334174573648	0.997486081130436	NA	"prevalence"	100	6
"Feature1"	"Metadata_1"	"1"	"Metadata_11"	-0.771843544266998	0	3.41110481065518	0.829947695083254	0.99887533751084	0.971082213592502	0.997486081130436	NA	"abundance"	100	11
"Feature1"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.645310238444962	0	1.62894095045664	0.708332657979783	0.99887533751084	0.914930161598862	0.997486081130436	NA	"abundance"	100	11
"Feature1"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0858475606903883	0	1.29427412266651	0.949686602611624	0.99887533751084	0.98039932515621	0.997486081130436	NA	"abundance"	100	11
"Feature10"	"Metadata_2"	"1"	"Metadata_21"	0.0755160770541839	0	0.620367837608478	0.903831131204034	0.99887533751084	0.726340332874636	0.997486081130436	NA	"abundance"	100	40
"Feature10"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.145340875338941	0	0.376011865761402	0.701510774903052	0.99887533751084	0.0240017055810629	0.21914600747927	NA	"abundance"	100	40
"Feature100"	"Metadata_2"	"1"	"Metadata_21"	-0.126564035460268	0	0.981454338575774	0.90101978986645	0.99887533751084	0.964555644673754	0.997486081130436	NA	"abundance"	100	13
"Feature100"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.233625570881245	0	0.894369341277613	0.801442895779009	0.99887533751084	0.424376002593078	0.997486081130436	NA	"abundance"	100	13
"Feature100"	"Metadata_5"	"1"	"Metadata_51"	0.0671058359475913	0	1.47312415097336	0.964938506970003	0.99887533751084	0.963990284290409	0.997486081130436	NA	"abundance"	100	13
"Feature15"	"Metadata_5"	"1"	"Metadata_51"	0.638144617841503	0	1.15578010834387	0.590223571936795	0.99887533751084	0.0845186291927601	0.591630404349321	NA	"abundance"	100	19
"Feature16"	"Metadata_2"	"1"	"Metadata_21"	-0.123633032618013	0	1.15846374487585	0.91593531390841	0.99887533751084	0.719848100109783	0.997486081130436	NA	"abundance"	100	29
"Feature16"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0239880086540173	0	0.653823333571136	0.971049699377487	0.99887533751084	0.972243264282756	0.997486081130436	NA	"abundance"	100	29
"Feature18"	"Metadata_2"	"1"	"Metadata_21"	0.150571435952765	0	0.857011188045453	0.863727143440536	0.99887533751084	0.968839256613685	0.997486081130436	NA	"abundance"	100	17
"Feature18"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0186988316378259	0	0.376011162099459	0.96122947317802	0.99887533751084	0.995905294032949	0.997486081130436	NA	"abundance"	100	17
"Feature18"	"Metadata_5"	"1"	"Metadata_51"	-0.327409578105735	0	0.841617930456376	0.704683482640124	0.99887533751084	0.540848660670816	0.997486081130436	NA	"abundance"	100	17
"Feature20"	"Metadata_1"	"1"	"Metadata_11"	-0.728084670788621	0	1.94878677403304	0.713922752377852	0.99887533751084	0.918159808392936	0.997486081130436	NA	"abundance"	100	21
"Feature20"	"Metadata_2"	"1"	"Metadata_21"	-0.170163204322887	0	1.87053838421442	0.928719994269757	0.99887533751084	0.736962472772874	0.997486081130436	NA	"abundance"	100	21
"Feature20"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.463475366605405	0	1.2165014103074	0.708552234233869	0.99887533751084	0.78521571664144	0.997486081130436	NA	"abundance"	100	21
"Feature21"	"Metadata_2"	"1"	"Metadata_21"	-0.197148537021299	0	0.79428379722842	0.806000064284511	0.99887533751084	0.962364024942386	0.997486081130436	NA	"abundance"	100	31
"Feature21"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0137388889203231	0	0.373398797626728	0.970941374410701	0.99887533751084	0.600083265284825	0.997486081130436	NA	"abundance"	100	31
"Feature24"	"Metadata_5"	"1"	"Metadata_51"	-0.0198743610748587	0	0.958098617025943	0.984029134566944	0.99887533751084	0.165986711416901	0.778229992528895	NA	"abundance"	100	13
"Feature26"	"Metadata_1"	"1"	"Metadata_11"	0.0532299448550994	0	0.601853108278749	0.930621811197755	0.99887533751084	0.992029805835521	0.997486081130436	NA	"abundance"	100	22
"Feature26"	"Metadata_2"	"1"	"Metadata_21"	-0.0941587629336783	0	0.588341372659211	0.874851784415588	0.99887533751084	0.699351086321379	0.997486081130436	NA	"abundance"	100	22
"Feature26"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.160845665797228	0	0.40353998491754	0.695466539612625	0.99887533751084	2.78686202525481e-05	0.000975401708839182	NA	"abundance"	100	22
"Feature26"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0148013252322954	0	0.323462353094977	0.964068573072593	0.99887533751084	0.544455670604054	0.997486081130436	NA	"abundance"	100	22
"Feature26"	"Metadata_5"	"1"	"Metadata_51"	0.215909112825975	0	0.582242977667389	0.715633200811034	0.99887533751084	0.742569921870574	0.997486081130436	NA	"abundance"	100	22
"Feature27"	"Metadata_1"	"1"	"Metadata_11"	-1.94760767979955	0	10.3777963717652	0.881898890546747	0.99887533751084	0.47998356180834	0.997486081130436	NA	"abundance"	100	7
"Feature27"	"Metadata_2"	"1"	"Metadata_21"	3.28818011497533	0	5.92133646615243	0.677290307354813	0.99887533751084	0.185123089267367	0.809913515544731	NA	"abundance"	100	7
"Feature27"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-1.0533792538574	0	5.06911409126699	0.869564587457783	0.99887533751084	0.859819674680012	0.997486081130436	NA	"abundance"	100	7
